ID,Restaurant,Address,Time,Price,District
155,Thành Đạt - Hủ Tíu Nam Vang - Cô Bắc,"34 Cô Bắc, P. Cầu Ông Lãnh, Quận 1, TP. HCM",00:00 - 23:59,35.000 - 50.000,Quận 1
156,Cơm Tấm Kiều Giang - Trần Quang Khải,"192E Trần Quang Khải, Quận 1, TP. HCM",,28.000 - 55.000,Quận 1
157,Yến Lan - Bún Thịt Nướng & Bánh Hỏi,"Đối Diện 111 Nguyễn Hữu Cầu, P. Tân Định, Quận 1, TP. HCM",,25.000 - 35.000,Quận 1
158,Bún Riêu Gánh Bến Thành - Lê Thánh Tôn,"163 Lê Thánh Tôn, P. Bến Thành, Quận 1, TP. HCM",,35.000 - 40.000,Quận 1
159,Bánh Mì Chim Chạy - Thịt Nướng Than,"Cổng Chính chợ Thái Bình, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,17.000 - 20.000,Quận 1
160,ANA FOODS - Dimsum & Cơm Gà - Nguyễn Thị Minh Khai,"18B/17 Nguyễn Thị Minh Khai, P. Đa Kao, Quận 1, TP. HCM",,23.000 - 48.000,Quận 1
161,Súp Cua Bông - Mạc Đĩnh Chi,"59C Mạc Đĩnh Chi, Quận 1, TP. HCM",06:10 - 21:00,17.000 - 25.000,Quận 1
162,Bún Bò Huế Đông Ba - Since 1998,"207B Nguyễn Văn Thủ, P. Đa Kao, Quận 1, TP. HCM",06:00 - 21:00,38.000 - 55.000,Quận 1
163,Bánh Mì Chim Chạy - 11/4 Nguyễn Thị Minh Khai,"11/4 Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",06:00 - 22:00,20.000 - 72.000,Quận 1
164,Bún Riêu Cô Hương Béo - Nguyễn Thị Minh Khai,"19B Nguyễn Thị Minh Khai , P. Bến Nghé, Quận 1, TP. HCM",,15.000 - 80.000,Quận 1
165,Busan Korean Food - Món Hàn Quốc - Nguyễn Thái Học,"45/4 Nguyễn Thái Học, P. Cầu Ông Lãnh, Quận 1, TP. HCM",,30.000 - 270.000,Quận 1
166,Chivago Chicken - Gà Rán Hàn Quốc & Bia - Nguyễn Thái Học,"161 Nguyễn Thái Học, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,100.000 - 500.000,Quận 1
167,Gỏi Cuốn Bà Dzú - Gỏi Cuốn & Bún Thịt Xào - Không Chi Nhánh,"26/26 Đỗ Quang Đẩu, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,8.000 - 25.000,Quận 1
168,QUÁN BÚN BÒ & PHỞ CÔ SÁU - Nguyễn Trãi,"214/C40 Nguyễn Trãi, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",,10.000 - 90.000,Quận 1
169,Quán No - Bún Đậu Mắm Tôm,"26/24/24 Đỗ Quang Đẩu, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,40.000 - 70.000,Quận 1
170,Giò Chả Minh Châu - Lý Tự Trọng,"238 Lý Tự Trọng, P. Bến Thành, Quận 1, TP. HCM",06:00 - 17:55,100.000 - 330.000,Quận 1
171,Bonchon Chicken Vietnam - Lý Tự Trọng,"43 Lý Tự Trọng, P. Bến Nghé, Quận 1, TP. HCM",,25.000 - 250.000,Quận 1
172,Bánh Mì 611 - Lương Hữu Khánh,"9A Lương Hữu Khánh, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,25.000 - 60.000,Quận 1
173,Cháo Sườn Cô Giang - Cô Giang,"185 Cô Giang, P. Cô Giang, Quận 1, TP. HCM",,10.000 - 40.000,Quận 1
174,Cơm Ngon Hà Nội - 131 Nguyễn Du,"131 Nguyễn Du, P. Bến Thành, Quận 1, TP. HCM",,11.000 - 25.000,Quận 1
175,Bún Thái Hải Sản - Vân Trường - Trần Quang Khải,"102/2 Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM",,35.000 - 60.000,Quận 1
176,Xôi Làng Nghề - Chuẩn Vị Bắc - Nguyễn Thị Minh Khai,"11E Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",06:20 - 20:30,20.000 - 50.000,Quận 1
177,Bánh Cuốn Ba Miền - Trần Quang Khải,"205 Trần Quang Khải, P. Tân Định, Quận 1, TP. HCM",00:00 - 23:59,33.000 - 45.000,Quận 1
178,Bánh Cuốn Tây Hồ - Đinh Tiên Hoàng,"127 Đinh Tiên Hoàng, P. Đa Kao, Quận 1, TP. HCM",06:00 - 19:45,30.000 - 55.000,Quận 1
179,Cơm Tấm Sườn Que - Nguyễn Thị Minh Khai,"15M Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",,20.000 - 200.000,Quận 1
180,Burger King - Phạm Ngũ Lão,"275 - 277 Phạm Ngũ Lão, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,80.000 - 121.000,Quận 1
181,Quán Ngon - Bún Chả Hà Nội & Đặc Sản Vùng Miền - Đề Thám,"209 Đề Thám, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,0 - 0,Quận 1
182,Thanh Thành Đạt - Hủ Tiếu Nam Vang - 43 Đinh Tiên Hoàng,"43 Đinh Tiên Hoàng, P. Đa Kao, Quận 1, TP. HCM",06:00 - 22:00,35.000 - 50.000,Quận 1
183,Thế Giới Donut - Hai Bà Trưng,"210 Hai Bà Trưng, P. Tân Định, Quận 1, TP. HCM",,12.000 - 33.000,Quận 1
184,Cơm Gà Xối Mỡ Su Su,"117/1D Cống Quỳnh, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",,28.000 - 44.000,Quận 1
185,Gà Rán KFC - Trịnh Văn Cấn - Nguyễn Thái Học,"35 Trịnh Văn Cấn, P. Cầu Ông Lãnh, Quận 1, TP. HCM",,30.000 - 88.000,Quận 1
186,Hồng Hạnh - Bánh Cuốn & Món Huế,"17A Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",06:00 - 22:40,25.000 - 77.000,Quận 1
187,Cu Sữa - Tré Trộn,"59 Nguyễn Du, P. Bến Nghé, Quận 1, TP. HCM",,20.000 - 50.000,Quận 1
188,Phở Hà - Hải Triều - Since 1990,"19 Hải Triều, P. Bến Nghé, Quận 1, TP. HCM",00:00 - 23:59,45.000 - 60.000,Quận 1
189,DODO PIZZA - Trần Hưng Đạo,"147A Trần Hưng Đạo, P. Cầu Ông Lãnh, Quận 1, TP. HCM",,68.000 - 525.000,Quận 1
190,Bò Kho Cô Mai - Since 1984 - Nguyễn Thị Minh Khai,"25 Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",,10.000 - 50.000,Quận 1
191,Phở Phú Vương - Nguyễn Thái Bình,"120 Nguyễn Thái Bình, P. Nguyễn Thái Bình, Quận 1, TP. HCM",06:00 - 21:30,50.000 - 80.000,Quận 1
192,Cá Viên Chiên - Lương Hữu Khánh,"33A Lương Hữu Khánh, P. Phạm Ngũ Lão, Quận 1, TP. HCM",,20.000 - 55.000,Quận 1
193,Phá Lấu Lì - Sương Nguyệt Ánh,"1A Sương Nguyệt Ánh, P. Bến Thành, Quận 1, TP. HCM",,30.000 - 110.000,Quận 1
194,Bánh Canh Cua Út Thảo - Lê Thánh Tôn,"171 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",,30.000 - 300.000,Quận 1
195,The Pizza Company - Nguyễn Thái Học,"105 - 107 Nguyễn Thái Học, P. Cầu Ông Lãnh, Quận 1, TP. HCM",,100.000 - 250.000,Quận 1
196,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Cống Quỳnh,"171 Cống Quỳnh, Quận 1, TP. HCM",,5.000 - 15.000,Quận 1
197,Vina Chuối - Huỳnh Thúc Kháng,"25 Huỳnh Thúc Kháng, P. Bến Nghé, Quận 1, TP. HCM",,8.000 - 8.000,Quận 1
198,MANMARU - Ẩm Thực Nhật Bản - Mạc Đĩnh Chi,"71 Mạc Đĩnh Chi, P. Đa Kao, Quận 1, TP. HCM",,150.000 - 300.000,Quận 1
199,Cô Thủy - Bánh Tráng Nướng,"4 Đường Số 4, P. Bình An, Thành Phố Thủ Đức, TP. HCM",,10.000 - 35.000,Quận 2
200,Cơm Vịt Quay Hồng Kông,"199M Nguyễn Văn Hưởng, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",,30.000 - 60.000,Quận 2
201,Nhà Hàng Ẩm Thực Quê Nhà - Trần Não,"168 Trần Não, P. An Khánh, Quận 2, TP. HCM",,25.000 - 150.000,Quận 2
202,Dao Hua - Taiwanese Hotpot Paradise - Estella Place,"Tầng 3, Tầng 3, L3 - L10 Estella Place, 88 Song Hành, P. An Phú, Quận 2, TP. HCM",,50.000 - 300.000,Quận 2
203,Quê Hương - Bánh Lọc & Bánh Nậm - Đường Số 14,"26 Đường Số 14, P. Bình Trưng Tây, Thành Phố Thủ Đức, TP. HCM",,0 - 0,Quận 2
204,GRAYO - Sữa Chua Hy Lạp - Song Hành,"88 Song Hành, P. An Phú, Quận 2, TP. HCM",,0 - 0,Quận 2
205,"Tiệm Bánh Hoa Piones - Bánh Bò, Bánh Chuối & Bánh Mì","25/2 Đường Số 6, P. Bình Trưng Tây, Quận 2, TP. HCM",,0 - 0,Quận 2
206,Thái By The Lost Art - Đồ Ăn & Đồ Uống - Xuân Thủy,"48bis Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM",,0 - 0,Quận 2
207,Cơm Tấm Thủ Thiêm,"39 Đỗ Xuân Hợp, P. Bình Trưng Đông, Quận 2, TP. HCM",,29.000 - 39.000,Quận 2
208,Bún Bò Thiên Lộc - Đường 12,"67 Đường Số 12, P. An Khánh, Quận 2, TP. HCM",,5.000 - 99.000,Quận 2
209,Dr.Kpop Kimchi - Món Ăn Hàn Quốc - Quốc Hương,"33/32 Quốc Hương, P. Thảo Điền, Quận 2, TP. HCM",,0 - 0,Quận 2
210,Hiền Bary - Cơm Tấm,"86D Song Hành, P. An Phú, Quận 2, TP. HCM",,8.000 - 92.000,Quận 2
211,Mì Quảng SaLa - Mì Quảng - Đường Số 47,"5 Đường Số 47, P. Bình An, Thành Phố Thủ Đức, TP. HCM",,0 - 0,Quận 2
212,Titi Bakery - Đường Số 34,"51 Đường Số 34, P. An Phú, Quận 2, TP. HCM",,35.000 - 85.000,Quận 2
213,Hủ Tiếu Sườn - SA2-0019,"SA2-0019, 28 Mai Chí Thọ, P. An Phú, Quận 2, TP. HCM",,0 - 0,Quận 2
214,Bếp én - Bánh mì Gia Lai - Shop Online,"2 Tống Hữu Định, P. Thảo Điền, Quận 2, TP. HCM",,0 - 0,Quận 2
215,Kiều Linh - Má Heo Nướng Muối Ớt - Trần Não,"193 Trần Não, P. An Bình, Quận 2, TP. HCM",,88.000 - 88.000,Quận 2
216,Azfood - Trái Cây Sấy - Shop Online,"215B3 Nguyễn Văn Hưởng, P. Thảo Điền, Quận 2, TP. HCM",,20.000 - 150.000,Quận 2
217,Cơm Tấm 25 & Cơm VP - Trần Não,"83/24 Đường Số 6, P. An Khánh, Quận 2, TP. HCM",,5.000 - 59.000,Quận 2
218,Ăn Vặt Hoàng Yến - Shop Online,"10A Đường 29, P. Bình Trưng Tây, Quận 2, TP. HCM",,0 - 0,Quận 2
219,Zhi Coffee,"195 Nguyễn Thị Định, P. Bình Trưng Tây , Thành Phố Thủ Đức, TP. HCM",05:00 - 11:30,30.000 - 50.000,Quận 2
220,Cô Huệ - Bún Nem Nướng Phú Yên,"771A Đường Số 5, P. An Phú, Quận 2, TP. HCM",,10.000 - 25.000,Quận 2
221,Phố Lãng Mạn - Kimbap & Tukbokki,"3 Nguyễn Quí Đức, P. An Phú, Quận 2, TP. HCM",,10.000 - 45.000,Quận 2
222,Ăn Vặt Má Hoa,"Chung Cư Đức Khải, Đường Số 4, P. Bình Khánh, Quận 2, TP. HCM",,9.000 - 149.000,Quận 2
223,Lẩu Chay - Minh Tâm 5,"44 Đường Số 56, P. Bình Trưng Đông, Quận 2, TP. HCM",,10.000 - 140.000,Quận 2
224,Mino - Coffee & Cơm Văn Phòng,"214 Bùi Tá Hán, P. An Phú, Quận 2, TP. HCM",,10.000 - 45.000,Quận 2
225,Pasta Fever,"1/19 Đường Số 6, P. Bình An, Quận 2, TP. HCM",,35.000 - 99.000,Quận 2
226,Chú Ngữ - Vịt Quay Lạng Sơn,"361B Lương Định Của, P. An Phú, Quận 2, TP. HCM",,130.000 - 250.000,Quận 2
227,Country Club Panini & Coffee,"257/277G Lương Định Của, P. An Phú, Quận 2, TP. HCM",,50.000 - 135.000,Quận 2
228,GDP's - Bún Thái Cay - Shop Online,"72/12/1B Nguyễn Tư Nghiêm, P. Bình Trưng Tây, Quận 2, TP. HCM",,15.000 - 45.000,Quận 2
229,Huê Liên - Món Chay,"31 - 33 Đường Số 4, KP. 1, P. Thạnh Mỹ Lợi, Quận 2, TP. HCM",,10.000 - 35.000,Quận 2
230,Cơm Xá Xíu Thượng Hạng 88 - Thân Văn Nhiếp,"62 Thân Văn Nhiếp, P. An Phú, Thành Phố Thủ Đức, TP. HCM",,30.000 - 50.000,Quận 2
231,Sóoc Nhỏ - Mì Xào Homemade,"94/45 Đường Số 39, P. Bình Trưng Tây, Quận 2, TP. HCM",,15.000 - 40.000,Quận 2
232,Hoa Biển Quán - Cháo & Hải Sản,"201A Nguyễn Duy Trinh, P. Bình Trưng Tây, Quận 2, TP. HCM",,30.000 - 40.000,Quận 2
233,The Molly's Purple Rice x Yogurt,"25 Đường Số 12, P. An Phú, Quận 2, TP. HCM",,30.000 - 100.000,Quận 2
234,StreetOS - Snack Da Cá Chiên Giòn - Xa Lộ Hà Nội,"628C Xa Lộ Hà Nội, P. An Phú, Quận 2, TP. HCM",,40.000 - 65.000,Quận 2
235,Mẹt Home - Shop Online,"37 Đường Số 2, P. Thảo Điền, Quận 2, TP. HCM",,20.000 - 270.000,Quận 2
236,Cô Phúc - Gỏi Cuốn,"907/1A Nguyễn Thị Định, P. Cát Lái, Quận 2, TP. HCM",,5.000 - 30.000,Quận 2
237,Ăn Vặt Bếp Chị Ba,"21/11 Đường Số 9, P. Thảo Điền, Quận 2, TP. HCM",,7.000 - 199.000,Quận 2
238,Ăn Vặt Phương Thy Thy - Đường 20,"45 Đường 20 Trần Não, P. An Khánh, Quận 2, TP. HCM",,10.000 - 500.000,Quận 2
239,Xôi Gà Chợ Chiều - Đường Số 31,"32A Đường Số 31, P. Bình Trưng Tây, Quận 2, TP. HCM",,40.000 - 40.000,Quận 2
240,Cơm Tấm Sườn Bì Chả Trứng & Gà Nướng - Sinh Đôi Quán,"49A Quốc Hương, P. Thảo Điền, Quận 2, TP. HCM",,35.000 - 150.000,Quận 2
241,Ẩm Thực Chay Ommi - Nguyễn Hoàng,"12 Nguyễn Hoàng, Khu Phố 5, P. An Phú, Thành Phố Thủ Đức, TP. HCM",,0 - 0,Quận 2
242,Ngọc Toàn - Bánh Bèo & Bánh Bột Lọc,"55A Lê Văn Thịnh, P. Bình Trưng Đông, Quận 2, TP. HCM",,20.000 - 30.000,Quận 2
243,Bún Mắm Nêm U-Food,"63A Đường Số 6, P. Bình An, Quận 2, TP. HCM",,5.000 - 35.000,Quận 2
244,Bánh Ướt Lòng Gà 52 - Đường 51,"100 Đường 51, P. An Phú, Quận 2, TP. HCM",,12.000 - 52.000,Quận 2
245,"Nhà Quê - Cháo Lòng, Bún Đậu & Cơm Trưa","100 Đường Số 51, P. An Phú, Quận 2, TP. HCM",,35.000 - 150.000,Quận 2
246,Cơm Gà Xối Mỡ 269,"270 Lương Định Của, P. An Phú, Quận 2, TP. HCM",,7.000 - 50.000,Quận 2
247,Hùng Ký - Cơm Gà Xối Mỡ - Lương Định Của,"272 Lương Định Của, P. An Phú, Quận 2, TP. HCM",,5.000 - 100.000,Quận 2
248,Nhà Hàng Buồm Xanh - Nguyễn Quý Cảnh,"39 Nguyễn Quý Cảnh, P. An Phú, Quận 2, TP. HCM",,45.000 - 250.000,Quận 2
249,Sushi Đường Phố - Đường Số 9,"7 Đường 9, P. Thảo Điền, Quận 2, TP. HCM",,10.000 - 79.000,Quận 2
250,Sunrise Kebab - Nguyễn Duy Trinh,"543 Nguyễn Duy Trinh, P. Bình Trưng Đông, Quận 2, TP. HCM",,25.000 - 30.000,Quận 2
251,Divine's BBQ - Võ Trường Toản,"53 Võ Trường Toản, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",,80.000 - 120.000,Quận 2
252,A Mập - Cháo Lòng - Đường Số 42,"113 Đường Số 42, P. Bình Trưng Đông, Quận 2, TP. HCM",,10.000 - 200.000,Quận 2
253,Cơm Thố Việt - Sala,"32 Nguyễn Cơ Thạch, P. An Lợi Đông, Quận 2, TP. HCM",,8.000 - 79.000,Quận 2
254,Daddy's Chicken - Đường Số 38 - Shop Online,"14 Đường Số 38, P. Thảo Điền, Quận 2, TP. HCM",,15.000 - 299.000,Quận 2
255,Cơm Gà Xối Mỡ - Trần Não,"35 Đường Số 12 Trần Não, P. Bình An, Quận 2, TP. HCM",,25.000 - 35.000,Quận 2
256,Hủ Tiếu Nam Vang & Bún Mắm - Đồng Văn Cống,"55 Đồng Văn Cống, P. Thạnh Mỹ Lợi, Quận 2, TP. HCM",,25.000 - 50.000,Quận 2
257,Juice Ơi - Shop Online,"Căn Hộ 1104, CC An Lộc 2, Vũ Tông Phan, P. An Phú, Quận 2, TP. HCM",,30.000 - 200.000,Quận 2
258,Fruit Land - Trái Cây Hộp Cắt Sẵn - Xuân Thủy,"83 Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM",,40.000 - 60.000,Quận 2
259,Đỗ Thuỵ - Song Hành,"99 Song Hành, P. An Phú, Thành Phố Thủ Đức, TP. HCM",,20.000 - 70.000,Quận 2
260,Phất - Bánh Mì & Bún Nem Nướng,"42 Đường Số 8A, Khu Đô Thị An Phú, P. An Khánh, Thành Phố Thủ Đức, TP. HCM",,5.000 - 59.000,Quận 2
261,Okkudak - Oven & Fried Chicken,"50 Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM",,170.000 - 380.000,Quận 2
262,Xích Ký - Bánh Mì & Bánh Hỏi Heo Quay - Lương Đình Của,"360 Lương Đình Của, P. An Phú, Thành Phố Thủ Đức, TP. HCM",,15.000 - 40.000,Quận 2
263,Bánh Gạo Cay Oppa Tokbokki - Thái Thuận,"3 Thái Thuận, P. An Phú, Quận 2, TP. HCM",,25.000 - 120.000,Quận 2
264,Phở SaiGon - Hương Vị Việt - Song Hành,"86D Song Hành, P. An Phú, Quận 2, TP. HCM",,30.000 - 65.000,Quận 2
265,Vua Phở - Take Away - Trần Não,"25 Đường Số 11, P. Bình An, Quận 2, TP. HCM",,5.000 - 89.000,Quận 2
266,Benkie Nutmilk Sữa Hạt Nguyên Chất - Xa Lộ Hà Nội,"159 Xa Lộ Hà Nội, P. Thảo Điền, Quận 2, TP. HCM",,10.000 - 60.000,Quận 2
267,Brotzeit - Nhà Hàng Đức - Trần Ngọc Diện,"19 Trần Ngọc Diện, P. Thảo Điền, Quận 2, TP. HCM",,99.000 - 550.000,Quận 2
268,Trà Sữa Yummy - Lương Định Của,"18B/3 Lương Định Của, P. Bình Khánh, Quận 2, TP. HCM",,35.000 - 50.000,Quận 2
269,Cá Nướng & Gà Nướng Tây Bắc,"543/17 Nguyễn Duy Trinh, P. Bình Trưng Đông, Quận 2, TP. HCM",,120.000 - 150.000,Quận 2
270,The Plate - Gà Rán & Hotdog - Đường Số 3,"25A Đường Số 3, P. An Khánh, Quận 2, TP. HCM",,15.000 - 255.000,Quận 2
271,Bami Ngon - Bánh Mì Ngon - Trần Não,"25 Trần Não, P. Bình An, Quận 2, TP. HCM",,20.000 - 20.000,Quận 2
272,Lắc Cajun - Hải Sản Cajun,"33 Đường 49B, P. Thảo Điền, Quận 2, TP. HCM",,10.000 - 699.000,Quận 2
273,Shop KEM - Bánh Tráng Trộn & Ăn Vặt - Đường Số 10,"9 Đường Số 10, P. Bình An, Quận 2, TP. HCM",,10.000 - 100.000,Quận 2
274,Sunny - Bánh Mì Que & Cafe,"78 Đường Số 51, P. An Phú, Quận 2, TP. HCM",,12.000 - 28.000,Quận 2
275,Nhà Hàng Beirut - Ẩm Thực Trung Đông - Đường Số 7,"2 Đường Số 7, P. An Phú, Quận 2, TP. HCM",,50.000 - 800.000,Quận 2
276,FlavorBox Sài Gòn - Shop Online,"14/3 Đường Số 65, P. Thảo Điền, Quận 2, TP. HCM",,95.000 - 150.000,Quận 2
277,Bún Chả Cá Lanbro 1966,"22 Đường Số 10, P. Thảo Điền, Quận 2, TP. HCM",,25.000 - 40.000,Quận 2
278,A Mập Quán - Cơm Gà Xối Mỡ,"79B Song Hành, KP. 5, P. An Phú, Quận 2, TP. HCM",,5.000 - 40.000,Quận 2
279,Vietnam Deli 2,"2 Đường Số 62, P. Bình Trưng Đông, Quận 2, TP. HCM",,15.000 - 95.000,Quận 2
280,Hoàng Quân Food - Hamburger & Fastfood,"17B Đường Số 12, P. Cát Lái, Quận 2, TP. HCM",,21.000 - 45.000,Quận 2
281,Trần Gia Ký - Sủi Cảo Mì,"28/5/2 Đường Số 11, P. Cát Lái, Quận 2, TP. HCM",,40.000 - 60.000,Quận 2
282,Terra Vegan Burgers,"26 Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM",,130.000 - 250.000,Quận 2
283,Cơm Chiên & Ăn Vặt Nít Mập,"7C Thạnh Mỹ Lợi, P. Thạnh Mỹ Lợi, Quận 2, TP. HCM",,10.000 - 50.000,Quận 2
284,Bún Chả Hà Nội - Nguyễn Thị Định,"487 Nguyễn Thị Định, P. Cát Lái, Quận 2, TP. HCM",,10.000 - 45.000,Quận 2
285,Mái Chèo 234 - Hải Sản,"234 Lê Văn Thịnh, P. Cát Lái, Quận 2, TP. HCM",,49.000 - 69.000,Quận 2
286,Ẩm Thực Thường Nhật,"18 - 20 Đường số 28, Khu Đô Thị An Phú - An Khánh, P. An Phú, Quận 2, TP. HCM",,25.000 - 85.000,Quận 2
287,Vịt Nam Kỳ,"256 Nguyễn Hoàng, P. An Phú, Quận 2, TP. HCM",,38.000 - 295.000,Quận 2
288,"Song Yến - Cơm Chiên, Hủ Tiếu Xào & Mì Xào","47 Đường Số 5, KP. 5, P. Bình Trưng Đông, Quận 2, TP. HCM",,5.000 - 30.000,Quận 2
289,Rio Café & Restaurant - Chung Cư Centana Thủ Thiêm,"Tầng 1, A-TM1-2 Tầng 1 Block A, Chung Cư Centana Thủ Thiêm, 36 Mai Chí Thọ, P. An Phú, Quận 2, TP. HCM",,39.000 - 199.000,Quận 2
290,An Phú - Mì Xào & Ăn Vặt,"12 An Phú, P. An Phú, Quận 2, TP. HCM",,30.000 - 40.000,Quận 2
291,A Minh - Cơm Gà Xối Mỡ,"127 Đường 39, P. Bình Trưng Tây, Quận 2, TP. HCM",,25.000 - 40.000,Quận 2
292,Thành Đạt - Cháo Ếch & Cơm Gà Xối Mỡ,"79B Song Hành, P. An Phú, Quận 2, TP. HCM",,5.000 - 95.000,Quận 2
293,Cháo Lòng 67,"27 Nguyễn Quý Đức, P. An Phú, Quận 2, TP. HCM",,2.000 - 180.000,Quận 2
294,The Chicken Stop - Burger Gà Quay Kiểu Pháp - Xa Lộ Hà Nội,"628C Xa Lộ Hà Nội, P. An Phú, Quận 2, TP. HCM",,35.000 - 45.000,Quận 2
295,Fruit Land - Trái Cây Hộp Cắt Sẵn,"Shophouse Sarimi B1 - 00.08, Khu Đô Thị Sala, 10 Mai Chí Thọ, P. An Lợi Đông, Quận 2, TP. HCM",,40.000 - 60.000,Quận 2
296,Chăm Pa Quán - Phở Hà Nội,"40 Song Hành, P. An Phú, Quận 2, TP. HCM",,10.000 - 80.000,Quận 2
297,Cơm Gà Hải Nam & Các Loại Sốt,"9/17A Đường Số 14, P. Bình Trưng Tây, Quận 2, TP. HCM",,5.000 - 45.000,Quận 2
298,Get Me - Cơm Gà Rán Karaage,"26A Đường Số 2, P. Thảo Điền, Quận 2, TP. HCM",,35.000 - 65.000,Quận 2
299,Phở & Bánh Canh Cá Lóc - Nguyễn Thị Định,"289/1 Nguyễn Thị Định, P. Bình Trưng Tây, Quận 2, TP. HCM",,18.000 - 35.000,Quận 2
300,Kem BUD'S - Vincom Mega Mall,"Tầng 4, Vincom Mega Mall, 161 Xa Lộ Hà Nội, P. Thảo Điền, Quận 2, TP. HCM",,40.000 - 88.000,Quận 2
301,Cake By Harry Bakery - Shop Online,"47 Trần Ngọc Diện, P. Thảo Điền, Quận 2, TP. HCM",,25.000 - 70.000,Quận 2
302,Cơm Xôi Bún Hải Âu - Ăn Sáng - Trần Não,"150 Trần Não, P. Bình An, Quận 2, TP. HCM",,0 - 0,Quận 2
303,Ốc Pé Chuột - Đường 17 - Shop Online,"49/16/5 Đường 17, P. Bình Trưng Đông, Quận 2, TP. HCM",,70.000 - 120.000,Quận 2
304,OEm - Cơm Chiên Các Loại & Bún Bò Huế Chính Gốc,"134 Đường Số 39, P. Bình Trưng Tây, Quận 2, TP. HCM",,10.000 - 50.000,Quận 2
305,"Bún Sài Gòn - Bún Mắm, Bún Măng & Bún Huế","26 Đường Số 25, P. Bình An, Quận 2, TP. HCM",,10.000 - 45.000,Quận 2
306,Cháo Ếch Chị Em - Nguyễn Thị Định,"196 Nguyễn Thị Định, P. An Phú, Thành Phố Thủ Đức, TP. HCM",,5.000 - 140.000,Quận 2
307,KAZAMA - Japanese Fusion Restaurant,"14B15 Đường Thảo Điền, P. Thảo Điền, Quận 2, TP. HCM",,200.000 - 300.000,Quận 2
308,Mea Culpa Italian,"204C Nguyễn Văn Hưởng, P. Thảo Điền, Quận 2, TP. HCM",,100.000 - 500.000,Quận 2
309,Quán Ăn 1976 - Món Ngon Vị Bắc - Đường Số 20,"2 Đường Số 20 Trần Não, Quận 2, TP. HCM",,10.000 - 100.000,Quận 2
310,FEURO - International Food - Đường Số 47,"51 Đường Số 47, P. Thảo Điền, Quận 2, TP. HCM",,40.000 - 350.000,Quận 2
311,Marduk - Korean Restaurant - An Phú,"11 Thái Thuận, Phường An Phú, Quận 2, TP. HCM",,0 - 0,Quận 2
312,Gourmet - Food & Drink,"Tầng 7, 9E Đường Số 59, P. Thảo Điền, Quận 2, TP. HCM",,50.000 - 150.000,Quận 2
313,DuHo - Lẩu 7 Tầng,"25/3 Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM",,20.000 - 300.000,Quận 2
314,Summer Crab - Xuân Thủy,"28 Xuân Thuỷ, P. Thảo Điền, Quận 2, TP. HCM",,30.000 - 1.262.000,Quận 2
315,Kungfu Chicken - The Vista An Phú,"P1.04B The Vista An Phú, 628 Xa Lộ Hà Nội, P. An Phú, Quận 2, TP. HCM",,35.000 - 335.000,Quận 2
316,Á Châu - Gà Muối Xông Khói - Shop Online - Nguyễn Duy Trinh,"383 Nguyễn Duy Trinh, P. Bình Trưng Tây, Quận 2, TP. HCM",,25.000 - 140.000,Quận 2
317,Home Kitchen - Nhà Hàng Giá Phải Chăng Cho Bữa Ăn Gia Đình - Đường F,"I34 Đường F, P. An Phú, Quận 2, TP. HCM",,25.000 - 500.000,Quận 2
318,Cơm Gà 52 Đăklăk Hoàng Phát,"Số 9 Đường 13, P. Bình Trưng Tây, Thành Phố Thủ Đức, TP. HCM",,35.000 - 55.000,Quận 2
319,Phở Bò Hà Nội Since 1981,"460 Nguyễn Thị Định, P. Thạnh Mỹ Lợi, Quận 2, TP. HCM",,40.000 - 250.000,Quận 2
320,Trái Cây Tô Bảo Bối,"6 Nguyễn Tư Ngiêm, P. Bình Trưng Tây, Quận 2, TP. HCM",,15.000 - 40.000,Quận 2
321,Gosu Sushi,"74 Quốc Hương, P. Thảo Điền, Quận 2, TP. HCM",,50.000 - 200.000,Quận 2
