ID,Restaurant,Address,Time,Price,District
355,Dookki Food Truck,"628C Xa Lộ Hà Nội, P. An Phú, Quận 2, TP. HCM",,7.000 - 159.000,Quận 2
356,Red - Vegetarian Food & Drink - The Sun Avenue,"00-28 Tháp S3 The Sun Avenue, 28 Mai Chí Thọ, P. An Phú, Quận 2, TP. HCM",,18.000 - 320.000,Quận 2
357,"Hải Phòng Quán - Bánh Đa Cua, Bún Cá & Bún Riêu Chả Lá Lốt","110 Đường 51 Khu Văn Minh, P. An Phú, Quận 2, TP. HCM",06:00 - 21:00,45.000 - 60.000,Quận 2
358,Louisiana Famous Fried Chicken - Trần Não,"102 Trần Não, P. Bình An, Quận 2, TP. HCM",,39.000 - 200.000,Quận 2
359,Ngọc Linh Quán - Đặc Sản Dê Ninh Bình,"47/1 Quốc Hương, P. Thảo Điền, Quận 2, TP. HCM",,15.000 - 450.000,Quận 2
360,Lẩu Công Chúa - Vincom Mega Mall Thảo Điền,"Tầng 5, Gian Hàng F5B - Red Pot Tầng 5, Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P. Thảo Điền, Quận 2, TP. HCM",,50.000 - 200.000,Quận 2
361,Kem Ý Gelato Puppy & Cesar - Đường Số 46,"19 Đường Số 46, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",,27.000 - 164.000,Quận 2
362,Bún Sạch - Bò Tươi,"59 Vũ Tông Phan, P. An Phú, Quận 2, TP. HCM",,30.000 - 100.000,Quận 2
363,Thiên Ân Quán - Cơm Văn Phòng,"86A Song Hành, P. An Phú, Quận 2, TP. HCM",,25.000 - 50.000,Quận 2
364,Mr. Singh - Nhà Hàng Ấn Độ,"152 Nguyễn Văn Hưởng, P. Thảo Điền, Quận 2, TP. HCM",,30.000 - 200.000,Quận 2
365,Korean Food & Mexican Chicken,"573 Nguyễn Duy Trinh, P. Bình Trưng Đông, Quận 2, TP. HCM",,10.000 - 300.000,Quận 2
366,Bếp Nhà Thỏ - Foods & Drink - Xuân Thủy,"83 Xuân Thủy, P. Thảo Điền, Quận 2, TP. HCM",,20.000 - 450.000,Quận 2
367,Terrace Cafe - Vincom MegaMall,"Tầng 1, Tầng 1, 161 Xa Lộ Hà Nội, P. Thảo Điền, Quận 2, TP. HCM",,50.000 - 300.000,Quận 2
368,Ccomaya Thảo Điền Restaurant - 9 Đường Số 6,"9 Đường Số 6, P. Thảo Điền, Quận 2, TP. HCM",,20.000 - 200.000,Quận 2
369,O Ry - Bún Bò Huế,"39A Lê Văn Thịnh, P. Bình Trưng Đông, Quận 2, TP. HCM",,35.000 - 45.000,Quận 2
370,Hà Ký - Hủ Tiếu Mì Tàu,"5 Nguyễn Quý Đức, P. An Phú, Quận 2, TP. HCM",,45.000 - 55.000,Quận 2
371,Cheesecake Ngon - Lê Văn Miến,"23B Lê Văn Miến, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",,20.000 - 55.000,Quận 2
372,Gà Nướng Đất Sét - Shop Online,"79 Song Hành, P. An Phú, Quận 2, TP. HCM",,350.000 - 350.000,Quận 2
373,Trứng Vịt Lộn O ĐEN - Đường 42,"15 Đường 42, P. Bình Trưng Đông, Quận 2, TP. HCM",,10.000 - 11.000,Quận 2
374,Cơm Tấm & Bánh Xèo Miền Tây - Thanh Hằng,"20 Nguyễn Quý Cảnh, P. An Phú, Quận 2, TP. HCM",,20.000 - 120.000,Quận 2
375,Lẩu Dê Cây Bàng - Nguyễn Quý Cảnh,"21 Nguyễn Quý Cảnh, P. An Phú, Quận 2, TP. HCM",,30.000 - 250.000,Quận 2
376,Mì Ơi - Mì Tươi - Quốc Hương,"14E Quốc Hương, P. Thảo Điền, Quận 2, TP. HCM",,60.000 - 115.000,Quận 2
377,Mixue 66 - Quốc Hương,"66 Quốc Hương, P.Thảo Điền, Quận 2, TP. HCM",,0 - 0,Quận 2
378,Cơm Nhà O Sim,"311 - I8 Đường E, P. An Phú, Quận 2, TP. HCM",,30.000 - 45.000,Quận 2
379,Hai Chị Em - Hamburger & Mì Ý,"8/15 Đường Số 49B, P. Thảo Điển, Quận 2, TP. HCM",,79.000 - 200.000,Quận 2
380,Gánh - Bún Bò Huế & Bún Riêu,"86 Song Hành, P. An Phú, Quận 2, TP. HCM",,40.000 - 60.000,Quận 2
381,Cơm Tấm Sườn Cây 999 - Trần Não,"160 Trần Não, P. An Khánh, Quận 2, TP. HCM",,0 - 0,Quận 2
382,Baba's Kitchen - Ẩm Thực Ấn Độ - Lê Văn Miến,"35 Lê Văn Miến, P. Thảo Điền, Quận 2, TP. HCM",,15.000 - 340.000,Quận 2
383,WICOOK - Ẩm Thực Việt Nam,"251B Lương Định Của, P. An Phú, Quận 2, TP. HCM",,40.000 - 600.000,Quận 2
384,The Lien House - Món Ngon Hà Nội - The Krista Apartment,"T002 The Krista Apartment, 537 Nguyễn Duy Trinh, P. Bình Trưng Tây, Quận 2, TP. HCM",06:30 - 15:00 | 17:00 - 21:30,40.000 - 150.000,Quận 2
385,Kiwi Kitchen - Bánh & Món Ngon Nhà Làm - Chung Cư Imperia,"Block C Chung Cư Imperia, Mai Chí Thọ, P. An Phú, Quận 2, TP. HCM",,25.000 - 500.000,Quận 2
386,"Bún Thịt Nướng, Bún Xào & Bánh Ướt - Chợ Bình Khánh","K040 Chợ Bình Khánh, Đường Số 7, Quận 2, TP. HCM",06:00 - 12:00,15.000 - 20.000,Quận 2
387,Sữa Chua Nhà Làm & Sữa Hạt - Nguyễn Duy Trinh,"359/4 Nguyễn Duy Trinh, P. Bình Trưng Tây, Thành Phố Thủ Đức, TP. HCM",,0 - 0,Quận 2
388,Stews - Món Ngon Bắc Âu,"Chung Cư Đức Khải, Đường Số 4, P. Bình Khánh, Quận 2, TP. HCM",,100.000 - 150.000,Quận 2
389,Bò Né 86 - Nguyễn Duy Trinh,"403 Nguyễn Duy Trinh, P. Bình Trưng Tây, Quận 2, TP. HCM",,20.000 - 65.000,Quận 2
390,Đặc Sản Hải Phòng - Trương Văn Bang,"126 Trương Văn Bang, P. Thạnh Mỹ Lợi, Quận 2, TP. HCM",,30.000 - 60.000,Quận 2
391,Cơm Gà Phile Áp Chảo - Bếp Cô Mười,"195A Nguyễn Thị Định, P. Bình Trưng Tây, Thành Phố Thủ Đức, TP. HCM",06:30 - 23:59,0 - 0,Quận 2
392,Bread&Butter Streetfood - Đường Số 11,"14 Đường Số 11, P. Thảo Điền, Thành Phố Thủ Đức, TP. HCM",,0 - 0,Quận 2
393,Bánh Tráng Muối Tỏi - Cao Thắng,"32/5A Cao Thắng, P. 5, Quận 3, TP. HCM",,10.000 - 100.000,Quận 3
394,Tré Trộn Cóc Giang Hoàng - Nguyễn Thượng Hiền,"68 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",,40.000 - 50.000,Quận 3
395,Bún Bò O Hương - Cách Mạng Tháng 8,"444/2/2 Cách Mạng Tháng 8, P. 11, Quận 3, TP. HCM",,25.000 - 35.000,Quận 3
396,Bready Bánh Mì Tươi - Burger Đĩa Bay - Bà Huyện Thanh Quan,"25 Bà Huyện Thanh Quan, P. 6, Quận 3, TP. HCM",06:15 - 20:30,10.000 - 44.000,Quận 3
397,Quán Chay Liên Yến,"7A Trần Văn Đang, P. 9, Quận 3, TP. HCM",,5.000 - 60.000,Quận 3
398,San Fu Lou - Ẩm Thực Quảng Đông - Cao Thắng,"2A Cao Thắng, P. 5, Quận 3, TP. HCM",,30.000 - 190.000,Quận 3
399,Bakes Saigon,"47B Trần Cao Vân, P. 6, Quận 3, TP. HCM",,35.000 - 700.000,Quận 3
400,Ốc Hút Chụt Chụt,"306/27 Nguyễn Thị Minh Khai, P. 5, Quận 3, TP. HCM",,38.000 - 55.000,Quận 3
401,Naked Sushi & Sashimi,"193A/6 Nam Kì Khởi Nghĩa, P. Võ Thị Sáu, Quận 3, TP. HCM",,40.000 - 200.000,Quận 3
402,Bún Ốc Sườn Cô Sáu - Hai Bà Trưng,"457 Hai Bà Trưng, P. 8, Quận 3, TP. HCM",06:30 - 23:57,30.000 - 35.000,Quận 3
403,Kebab Sài Gòn - Nguyễn Thượng Hiền,"9 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",06:45 - 21:10,25.000 - 45.000,Quận 3
404,Bảo Bảo - Bánh Mì Thịt Bò Nướng - Nguyễn Thượng Hiền,"1 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",,25.000 - 25.000,Quận 3
405,Matsu Sushi - Trường Sa,"886 Trường Sa, P. 13, Quận 3, TP. HCM",,30.000 - 80.000,Quận 3
406,The Jade - Bánh Sầu Riêng Kem Lạnh - Cách Mạng Tháng 8,"358/2/15A Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",,15.000 - 40.000,Quận 3
407,Bánh Tráng Ngon Ngon - Hoàng Sa,"563/12 Hoàng Sa, P. 7, Quận 3, TP. HCM",,5.000 - 22.000,Quận 3
408,Sâm Bổ Lượng 399 - Nguyễn Đình Chiểu,"399/14 Nguyễn Đình Chiểu, P. 5, Quận 3, TP. HCM",,10.000 - 33.000,Quận 3
409,Bánh Mứt Thành Long,"291/2 Võ Văn Tần, P. 5, Quận 3, TP. HCM",,30.000 - 200.000,Quận 3
410,No.96 - Quán 96 Lẩu & Nướng - Võ Văn Tần,"133 Võ Văn Tần, P. Võ Thị Sáu, Quận 3, TP. HCM",,30.000 - 220.000,Quận 3
411,Xôi Mặn Ruốc Tươi Kim Nguyệt Viên - Nguyễn Đình Chiểu,"376/48 Nguyễn Đình Chiểu, P.4, Quận 3, TP. HCM",06:00 - 23:00,0 - 0,Quận 3
412,TOUS les JOURS - Cách Mạng Tháng 8,"66B Cách Mạng Tháng 8, Quận 3, TP. HCM",,20.000 - 66.000,Quận 3
413,Iron Steak - Hồ Xuân Hương,"65B Hồ Xuân Hương, Quận 3, TP. HCM",,20.000 - 90.000,Quận 3
414,"The Brownies - Bánh Brownies, Trà & Cafe","70 Đường Số 2, P. 4, Quận 3, TP. HCM",,12.000 - 250.000,Quận 3
415,Shin Foodcourt - Cơm Chiên & Mì Xào,"80/58 Trần Quang Diệu, P. 14, Quận 3, TP. HCM",,20.000 - 40.000,Quận 3
416,Cô Giàu - Bánh Mì & Xôi Mặn,"147 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,12.000 - 20.000,Quận 3
417,Gogi House - Thịt Nướng Hàn Quốc - Lê Văn Sỹ,"254 - 256 Lê Văn Sỹ, Quận 3, TP. HCM",,300.000 - 550.000,Quận 3
418,Bánh Cuốn Song Mộc - Vườn Chuối,"107 Vườn Chuối, P. 4, Quận 3, TP. HCM",06:00 - 12:00,25.000 - 40.000,Quận 3
419,Th'not - Thốt Nốt Sốt Trái Cây,"134 Vườn Chuối, P. 4, Quận 3, TP. HCM",,0 - 0,Quận 3
420,Bánh Mì Chấm Hung Tubes - Nam Kỳ Khởi Nghĩa,"284 Đường Nam Kỳ Khởi Nghĩa, P. Võ Thị Sáu, Quận 3, TP. HCM",,15.000 - 99.000,Quận 3
421,TOUS les JOURS - Nam Kỳ Khởi Nghĩa,"382 Nam Kỳ Khởi Nghĩa, P. 8, Quận 3, TP. HCM",,10.000 - 500.000,Quận 3
422,Bánh Tráng Trộn Hằng An,"219/15 Trần Văn Đang (Mặt Tiền Đỗ Thị Lời), P. 11, Quận 3, TP. HCM",,15.000 - 25.000,Quận 3
423,Yumi Fruit - Trái Cây Sạch & Đồ Ăn Vặt - Shop Online - Nguyễn Đình Chiểu,"241/41 Nguyễn Đình Chiểu, P. 5, Quận 3, TP. HCM",,20.000 - 100.000,Quận 3
424,Mì Quảng Ăn Là Nhớ - Trần Quốc Thảo,"123A Trần Quốc Thảo, P. 7, Quận 3, TP. HCM",06:50 - 20:45,40.000 - 66.000,Quận 3
425,Chảo Restaurant - Bánh Mì Chảo,"31 Trần Quang Diệu, P. 14, Quận 3, TP. HCM",,25.000 - 70.000,Quận 3
426,Thanh Hương - Cháo Lòng Hà Nội - Trần Văn Đang,"137 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,10.000 - 45.000,Quận 3
427,Hủ Tiếu Bò Viên 1122,"Đối diện 1046/25 Trường Sa, P. 12, Quận 3, TP. HCM",,30.000 - 40.000,Quận 3
428,Gà Rán Chicken Plus - Trần Quốc Toản,"55 Trần Quốc Toản, P. 8, Quận 3, TP. HCM",,35.000 - 219.000,Quận 3
429,Hương Hà Nội - Bún Chả & Bún Đậu - Nguyễn Sơn Hà,"35 Nguyễn Sơn Hà, P. 5, Quận 3, TP. HCM",,35.000 - 100.000,Quận 3
430,Cháo Sườn Kim Oanh - Lê Văn Sỹ,"Mặt Tiền Chợ Nguyễn Văn Trỗi, Đường Lê Văn Sỹ, Quận 3, TP. HCM",06:00 - 12:30,15.000 - 30.000,Quận 3
431,Bánh Tráng Trộn Giàu,"260 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",,10.000 - 20.000,Quận 3
432,Xôi Xéo Lá Sen,"148A Lý Chính Thắng, P. 7, Quận 3, TP. HCM",06:30 - 12:30 | 17:00 - 19:30,15.000 - 20.000,Quận 3
433,Bánh Tráng Tỏi 019 - Trần Quang Diệu,"019 Lô B Chung Cư Trần Quang Diệu, Trần Quang Diệu, P. 13, Quận 3, TP. HCM",,10.000 - 20.000,Quận 3
434,Bột Chiên Đạt Thành,"277 Võ Văn Tần, P. 5, Quận 3, TP. HCM",,20.000 - 33.000,Quận 3
435,Lẩu Gà Lá É Phú Yên Hội Ngộ - 716B Trường Sa,"716B Trường Sa, P. 14, Quận 3, TP. HCM",,50.000 - 200.000,Quận 3
436,Cô Na - Xôi Chiên & Chuối Chiên 5 Sao,"20 Kì Đồng, P. 9, Quận 3, TP. HCM",,25.000 - 30.000,Quận 3
437,Há Cảo & Xíu Mại Nhà Làm 385 - Nguyễn Đình Chiểu,"385/41 Nguyễn Đình Chiểu, P. 5, Quận 3, TP. HCM",,0 - 0,Quận 3
438,Mì Xí Quách 315,"315/20C Lê Văn Sỹ, P. 13, Quận 3, TP. HCM",07:00 - 12:00,30.000 - 40.000,Quận 3
439,Mi En House Salad - Healthy Food & Eatclean,"284/4B Võ Văn Tần, P. 5, Quận 3, TP. HCM",,38.000 - 48.000,Quận 3
440,Xôi Déo - Kỳ Đồng,"14/12 Kỳ A4 Kỳ Đồng, P. 9, Quận 3, TP. HCM",06:30 - 16:00,15.000 - 70.000,Quận 3
441,BaaBoo - Bánh Tươi Nhà Làm,"129/18 Lý Chính Thắng, P. Võ Thị Sáu, Quận 3, TP. HCM",,75.000 - 140.000,Quận 3
442,Cháo Ếch Senta - Trần Cao Vân,"41 Trần Cao Vân, P. 6, Quận 3, TP. HCM",,60.000 - 60.000,Quận 3
443,Bánh Mì Chay Vạn Phước - Món Chay - Lê Văn Sỹ,"195 Lê Văn Sỹ, Phường 13, Quận 3, TP. HCM",06:00 - 21:00,0 - 0,Quận 3
444,Phá Lấu Dì Mai,"165/3 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,20.000 - 25.000,Quận 3
445,The Fitchicken - Shop Online - Trần Văn Đang,"171B Trần Văn Đang, P. 11, Quận 3, TP. HCM",,50.000 - 200.000,Quận 3
446,Bánh Giò Nem Chả Dì Linh - Hai Bà Trưng,"Vỉa Hè 185 Hai Bà Trưng, Quận 3, TP. HCM",,15.000 - 25.000,Quận 3
447,Phở Chua Lạng Sơn - Nguyễn Thiện Thuật,"242/101 Nguyễn Thiện Thuật, P. 3, Quận 3, TP. HCM",,25.000 - 39.000,Quận 3
448,Bánh Mì Phô Mai Tan Chảy - Crepe Sầu Riêng Online,"21/8 Trần Văn Đang, P. 9, Quận 3, TP. HCM",,80.000 - 150.000,Quận 3
449,Bánh Tráng Trộn - 147 Nguyễn Thượng Hiền,"147 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",,10.000 - 50.000,Quận 3
450,"Mì Ý, Bánh Canh Trảng Bàng & Bún Chả Giò - Cô Ba Hiền","Số 11 Đường Số 5, P. 4, Quận 3, TP. HCM",,0 - 0,Quận 3
451,Texas Chicken - Cao Thắng,"64 Cao Thắng, P. 04, Quận 3, TP. HCM",,50.000 - 220.000,Quận 3
452,Cơm Tấm Cali - Võ Văn Tần,"449 Võ Văn Tần, Quận 3, TP. HCM",,25.000 - 66.000,Quận 3
453,Steakzone Quận 3 - Quán Ăn - 491/2 Nguyễn Đình Chiểu,"491/2 Nguyễn Đình Chiểu, P. 2, Quận 3, TP. HCM",,0 - 0,Quận 3
454,Chè Chuối Nướng Nam Bộ Út Lúa - Lý Chính Thắng,"226 Lý Chính Thắng, P. 9, Quận 3, TP. HCM",,10.000 - 22.000,Quận 3
455,Lẩu Bò Nhà Gỗ - Lý Thái Tổ,"162 Lý Thái Tổ, P. 1, Quận 3, TP. HCM",,20.000 - 150.000,Quận 3
456,No.96 - Quán 96 Lẩu & Nướng,"117 Võ Văn Tần, Quận 3, TP. HCM",,30.000 - 220.000,Quận 3
457,Ẩm thực Thai Lan - Món Thái - Thai Market Restaurant - 95 Cao Thắng,"95 Cao Thắng, P. 3, Quận 3, TP. HCM",,30.000 - 300.000,Quận 3
458,Chè Kỳ Đồng,"16C Kỳ Đồng, P. 9, Quận 3, TP. HCM",,10.000 - 22.000,Quận 3
459,Jjang! - Cơm Trộn Hàn Quốc - Cách Mạng Tháng 8,"372/17 Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",00:00 - 23:59,10.000 - 100.000,Quận 3
460,Kai - Mì Trộn Indomie,"184/18 Lý Chính Thắng, P. 9, Quận 3, TP. HCM",,15.000 - 31.000,Quận 3
461,Nhà Hàng Bà Cô Lốc Cốc - Trần Cao Vân,"40A Trần Cao Vân, P. Võ Thị Sáu, Quận 3, TP. HCM",,20.000 - 100.000,Quận 3
462,Bánh Xèo Miền Tây - Trần Văn Đang,"139 Trần Văn Đang, Quận 3, TP. HCM",,5.000 - 25.000,Quận 3
463,Bánh Tráng Cô Tuyền - Hoàng Sa,"453 Hoàng Sa, P. 8, Quận 3, TP. HCM",,5.000 - 135.000,Quận 3
464,Bánh Bông Lan Trứng Muối An Phú - Shop Online,"108/46 Trần Quang Diệu, P. 14, Quận 3, TP. HCM",,50.000 - 180.000,Quận 3
465,Cơm Gà Thượng Hải - Ẩm Thực Trung Hoa,"21 - 23 Võ Văn Tần, P. 6, Quận 3, TP. HCM",,65.000 - 165.000,Quận 3
466,Sữa Chua Trân Châu Hạ Long - Lê Văn Sỹ,"294 Lê Văn Sỹ, P. 14, Quận 3, TP. HCM",,10.000 - 50.000,Quận 3
467,Châu Sài Gòn - Bánh Trái Cây Đậu Xanh,"1098 Trường Sa, P. 12, Quận 3, TP. HCM",,50.000 - 100.000,Quận 3
468,Pikachu - Bánh Mì Cay Hải Phòng,"71 Đường Số 4, P. 4, Quận 3, TP. HCM",07:00 - 21:00,5.000 - 20.000,Quận 3
469,4GsTexas Bakery - Võ Văn Tần,"447 Võ Văn Tần, P. 5, Quận 3, TP. HCM",07:00 - 21:00,15.000 - 350.000,Quận 3
470,Cơm Chiên Chảo Lửa - Gà Xối Mỡ - Cách Mạng Tháng 8,"372/17 Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",00:00 - 23:59,10.000 - 100.000,Quận 3
471,Ếch Xanh - Hồ Xuân Hương,"55A Hồ Xuân Hương, P. Võ Thị Sáu, Quận 3, TP. HCM",,100.000 - 330.000,Quận 3
472,Tuyết - Cháo Lòng 408,"408/8 Nguyễn Thị Minh Khai, Quận 3, TP. HCM",00:00 - 23:59,2.000 - 20.000,Quận 3
473,Bánh Mì Chim Chạy - Cách Mạng Tháng 8,"173 Cách Mạng Tháng 8, P. 5, Quận 3, TP. HCM",06:00 - 22:00,20.000 - 72.000,Quận 3
474,Bò Né - Bà Huyện Thanh Quan,"105B Bà Huyện Thanh Quan, P. 7, Quận 3, TP. HCM",07:00 - 12:00,30.000 - 60.000,Quận 3
475,Lucky You - Bánh Mì Kem Tươi Thái Lan - Cách Mạng Tháng 8,"210/3B Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",,0 - 0,Quận 3
476,Bún Đậu Mắm Tôm A Chảnh - Lê Văn Sỹ,"211 Lê Văn Sỹ, P. 13, Quận 3, TP. HCM",,25.000 - 57.000,Quận 3
477,Dì Yến Bến Tre - Bún Thịt Xào,"237/84B Trần Văn Đang, P. 11, Quận 3, TP. HCM",07:00 - 13:50,25.000 - 50.000,Quận 3
478,Giò Chả Thùy Trang,"116/29 Vườn Chuối, P. 4, Quận 3, TP. HCM",06:00 - 18:00,10.000 - 160.000,Quận 3
479,Bắp Nướng Mỡ Hành Hẻm 174 Nguyễn Thiện Thuật,"174/21 Nguyễn Thiện Thuật, P. 3, Quận 3, TP. HCM",,10.000 - 12.000,Quận 3
480,Mầm - Healthyfood - Tú Xương,"6C Tú Xương, P. Võ Thị Sáu, Quận 3, TP. HCM",,10.000 - 69.000,Quận 3
481,Chị Lan - Bắp Xào & Cá Bò Viên Chiên - 299A Lê Văn Sỹ,"299A Lê Văn Sỹ, P. 13, Quận 3, TP. HCM",,7.000 - 30.000,Quận 3
482,Bếp Chay Phạm Hồng Phước - Võ Thị Sáu,"146/1 Võ Thị Sáu, P. 8, Quận 3, TP. HCM",,25.000 - 120.000,Quận 3
483,Bánh Mì Chiên Tôm Hiếu Thi 91 - Nguyễn Thượng Hiền,"61 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",,0 - 0,Quận 3
484,Hao Thai - Bún Thái Cay - Võ Văn Tần,"299B Võ Văn Tần, P. 5, Quận 3, TP. HCM",,30.000 - 80.000,Quận 3
485,An Teahouse - Lẩu Tô Topping Và Sụn Gà Chiên,"290/1B Lý Thái Tổ, P. 1, Quận 3, TP. HCM",,20.000 - 80.000,Quận 3
486,Manwah Taiwanese Hotpot - Cao Thắng Mall,"Tầng 2, Tầng 2 Cao Thắng Mall, 19 Cao Thắng, P. 2, Quận 3, TP. HCM",,390.000 - 480.000,Quận 3
487,Mì Quảng 85,"Hẻm 85 Trần Quang Diệu, P.13, Quận 3, TP. HCM",06:00 - 12:00 | 14:00 - 22:00,30.000 - 60.000,Quận 3
488,Bánh Su Que - Nguyễn Thông,"89 Nguyễn Thông, P. 9, Quận 3, TP. HCM",07:30 - 20:00,10.000 - 55.000,Quận 3
489,Lẩu Cá Kèo Bà Huyện - 18 Bà Huyện Thanh Quan,"18 Bà Huyện Thanh Quan, P. 6, Quận 3, TP. HCM",,40.000 - 190.000,Quận 3
490,Giò Chả Nghĩa - Nguyễn Đình Chiểu,"565 Nguyễn Đình Chiểu, P. 2, Quận 3, TP. HCM",06:00 - 18:00,20.000 - 937.000,Quận 3
491,Mì Trộn Park Kim Thang - Lý Chính Thắng,"148I Lý Chính Thắng, P. 14, Quận 3, TP. HCM",,30.000 - 55.000,Quận 3
492,Cơm Tấm Tiên - Cách Mạng Tháng 8,"388A Cách Mạng Tháng 8, Quận 3, TP. HCM",00:00 - 06:00 | 21:30 - 23:59,25.000 - 35.000,Quận 3
493,Há Cảo Vườn Chuối - Dimsum 20 Loại,"18/21 Vườn Chuối, P. 4, Quận 3, TP. HCM",,30.000 - 50.000,Quận 3
494,Bánh Mì Tuấn Mập - Pasteur,"196 Pasteur, Quận 3, TP. HCM",06:00 - 20:00,15.000 - 20.000,Quận 3
495,Bột Chiên & Mì Xào Bò,"294 Trần Văn Đang, P. 10, Quận 3, TP. HCM",,20.000 - 30.000,Quận 3
496,Mercini Bakery - Shop Online,"2/27A Cao Thắng, P. 5, Quận 3, TP. HCM",,25.000 - 45.000,Quận 3
497,Mi Blythe - Bánh Macaron,"57 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",,20.000 - 50.000,Quận 3
498,Green & Young - Healthy Food Store,"18/47 Trần Quang Diệu, P. 14, Quận 3, TP. HCM",,32.000 - 35.000,Quận 3
499,Cô Lùn - Bún Thịt Nướng & Cơm Tấm,"429/12F Lê Văn Sỹ, Quận 3, TP. HCM",07:00 - 16:59,15.000 - 25.000,Quận 3
500,Dimsum Tân Sanh Hoạt,"322 Nguyễn Thị Minh Khai, Quận 3, TP. HCM",04:45 - 11:30,60.000 - 165.000,Quận 3
501,Lotteria - Lý Chính Thắng,"250B Lý Chính Thắng, P. 9, Quận 3, TP. HCM",,30.000 - 80.000,Quận 3
502,Mực 280 - Mực Một Nắng Chiên Nước Mắm,"278 Lê Văn Sỹ, P. 14, Quận 3, TP. HCM",,80.000 - 110.000,Quận 3
503,Cơm Văn Phòng Ting Ting - Cách Mạng Tháng 8,"372/17 Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",00:00 - 23:59,10.000 - 100.000,Quận 3
504,Cháo Vịt Liên - Nguyễn Thiện Thuật,"21/3 Nguyễn Thiện Thuật, P. 2, Quận 3, TP. HCM",,30.000 - 88.000,Quận 3
505,Hỷ Hỷ - Bún Thái - Trần Quốc Toản,"47/36 Trần Quốc Toản, P. 8, Quận 3, TP. HCM",00:00 - 23:59,45.000 - 60.000,Quận 3
506,Yến Hương Giang - Bún Bò Huế,"325 Võ Văn Tần, P. 5, Quận 3, TP. HCM",00:01 - 23:59,15.000 - 60.000,Quận 3
507,Cháo Lòng - Lòng Nhậu - Trần Văn Đang,"137 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,0 - 0,Quận 3
508,Trái Cây Tươi & Ăn Vặt Mướp Fruit - Nguyễn Sơn Hà,"48 Nguyễn Sơn Hà, P. 5, Quận 3, TP. HCM",00:00 - 23:59,0 - 0,Quận 3
509,Hanuri - Quán Ăn Hàn Quốc - Nguyễn Đình Chiểu,"284A Nguyễn Đình Chiểu, P. 6, Quận 3, TP. HCM",,50.000 - 110.000,Quận 3
510,Hanuri - Quán Ăn Hàn Quốc - Điện Biên Phủ,"531 Điện Biên Phủ, P. 3, Quận 3, TP. HCM",,25.000 - 100.000,Quận 3
511,-18ºC - Food & Drink - Võ Văn Tần,"74 Võ Văn Tần, Quận 3, TP. HCM",,25.000 - 55.000,Quận 3
512,Quán Cơm Sinh Viên - Trần Văn Đang,"47G Trần Văn Đang, P. 9, Quận 3, TP. HCM",,6.000 - 22.000,Quận 3
513,Cơm Healthy Giảm Cân - Trần Vương,"86/11 Trương Quyền, P.3, Quận 3, TP. HCM",,0 - 0,Quận 3
514,"Famy Fruit - Trái Cây Tươi, Ăn Vặt & Sinh Tố - Cách Mạng Tháng 8","540/2/14 Cách Mạng Tháng 8, P. 11, Quận 3, TP. HCM",00:00 - 23:59,39.000 - 99.000,Quận 3
515,Bánh Tráng Trộn Long,"34 Nguyễn Thượng Hiền, Quận 3, TP. HCM",,10.000 - 22.000,Quận 3
516,Bánh Cuốn Hồng Hiên - Kỳ Đồng,"20 Kỳ Đồng, P. 9, Quận 3, TP. HCM",06:00 - 20:00,25.000 - 55.000,Quận 3
517,Phá Lấu Anh - Chung Cư Nguyễn Thiện Thuật,"002 Lô F Chung Cư Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",,20.000 - 50.000,Quận 3
518,Hồng Ngọc - Bún Bò Huế,"210/12A Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",,20.000 - 40.000,Quận 3
519,Cơm Tấm Hùng - Hẻm 194 Võ Văn Tần,"194/2 Võ Văn Tần, P. 5, Quận 3, TP. HCM",06:00 - 12:30,28.000 - 35.000,Quận 3
520,Bơ By Butterman - Nguyễn Đình Chiểu,"218 Nguyễn Đình Chiểu, P. 6, Quận 3, TP. HCM",,20.000 - 100.000,Quận 3
521,Xôi Gà Truyền Thống 295,"295 Hai Bà Trưng, P. 8, Quận 3, TP. HCM",05:20 - 10:30,15.000 - 40.000,Quận 3
